Id,Category
680,B
681,B
682,D
683,B
684,B
685,C
686,D
687,B
688,D
689,A
690,B
691,A
692,D
693,C
694,D
695,B
696,C
697,A
698,C
699,A
700,D
701,C
702,D
703,B
704,A
705,B
706,D
707,B
708,C
709,C
710,D
711,A
712,C
713,D
714,C
715,C
716,C
717,C
718,B
719,A
720,A
721,C
722,A
723,D
724,C
725,B
726,A
727,B
728,D
729,B
730,C
731,D
732,D
733,B
734,B
735,C
736,D
737,B
738,D
739,D
740,A
741,C
742,C
743,D
744,A
745,B
746,C
747,C
748,A
749,B
750,D
751,C
752,C
753,B
754,D
755,C
756,D
757,B
758,A
759,A
760,B
761,B
762,A
763,C
764,C
765,C
766,D
767,C
768,C
769,C
770,A
771,B
772,B
773,C
774,B
775,C
776,A
777,C
778,D
779,B
780,B
781,C
782,A
783,B
784,D
785,C
786,B
787,B
788,D
789,D
790,B
791,C
792,B
793,B
794,A
795,B
796,C
797,B
798,C
799,B
800,C
801,D
802,C
803,C
804,B
805,D
806,A
807,C
808,B
809,C
810,B
811,B
812,C
813,A
814,C
815,C
816,C
817,A
818,C
819,C
820,D
821,A
822,C
823,B
824,C
825,C
826,A
827,A
828,A
829,D
830,A
831,C
832,A
833,D
834,C
835,C
836,B
837,B
838,A
839,D
840,D
841,A
842,C
843,A
844,A
845,A
846,C
847,A
848,C
849,C
850,C
851,B
852,C
853,B
854,C
855,A
856,A
857,C
858,B
859,C
860,D
861,C
862,C
863,D
864,B
865,C
866,A
867,C
868,B
869,D
870,B
871,A
872,A
873,C
874,A
875,D
876,C
877,B
878,B
879,B
880,B
881,C
882,A
883,A
884,C
885,C
886,B
887,B
888,A
889,C
890,A
891,D
892,A
893,D
894,B
895,C
896,C
897,A
898,A
899,D
900,C
901,A
902,C
903,B
904,C
905,C
906,A
907,D
908,C
909,C
910,A
911,D
912,C
913,A
914,C
915,C
916,C
917,A
918,D
919,B
920,B
921,A
922,D
923,C
924,A
925,C
926,D
927,C
928,C
929,A
930,B
931,C
932,D
933,D
934,C
935,B
936,B
937,B
938,B
939,C
940,A
941,B
942,B
943,C
944,B
945,B
946,B
947,C
948,B
949,B
950,A
951,C
952,B
953,B
954,A
955,B
956,A
957,B
958,D
959,C
960,C
961,A
962,C
963,B
964,A
965,C
966,B
967,B
968,B
969,A
970,D
971,D
972,A
973,D
974,C
975,B
976,C
977,C
978,C
979,C
980,D
981,A
982,C
983,A
984,B
985,A
986,C
987,C
988,C
989,A
990,B
991,C
992,C
993,C
994,D
995,C
996,A
997,A
998,C
999,C
1000,D
1001,B
1002,B
1003,B
1004,C
1005,A
1006,C
1007,D
1008,B
1009,B
1010,C
1011,D
1012,C
1013,C
1014,B
1015,C
1016,D
1017,D
1018,D
1019,C
1020,C
1021,C
1022,A
1023,C
1024,B
1025,D
1026,C
1027,B
1028,C
1029,B
1030,C
1031,C
1032,B
1033,B
1034,C
1035,C
1036,B
1037,B
1038,B
1039,C
1040,C
1041,D
1042,B
1043,C
1044,A
1045,A
1046,C
1047,B
1048,B
1049,C
1050,A
1051,C
1052,D
1053,A
1054,C
1055,B
1056,B
1057,B
1058,A
1059,C
1060,B
1061,C
1062,C
1063,C
1064,A
1065,C
1066,B
1067,A
1068,C
1069,D
1070,B
1071,C
1072,A
1073,B
1074,C
1075,C
1076,D
1077,B
1078,A
1079,A
1080,B
1081,D
1082,C
1083,D
1084,A
1085,C
1086,D
1087,D
1088,D
1089,A
1090,C
1091,C
1092,A
1093,C
1094,A
1095,B
1096,C
1097,A
1098,B
1099,C
1100,D
1101,A
1102,C
1103,B
1104,A
1105,A
1106,B
1107,B
1108,B
1109,C
1110,D
1111,C
1112,C
1113,D
1114,A
1115,D
1116,C
1117,C
1118,C
1119,D
1120,A
1121,A
1122,D
1123,B
1124,D
1125,B
1126,C
1127,C
1128,D
1129,C
1130,C
1131,C
1132,C
1133,C
1134,B
1135,A
1136,C
1137,A
1138,B
1139,A
1140,C
1141,D
1142,D
1143,D
1144,C
1145,D
1146,C
1147,B
1148,C
1149,C
1150,B
1151,C
1152,B
1153,B
1154,D
1155,C
1156,C
1157,D
1158,B
1159,A
1160,B
1161,D
1162,C
1163,B
1164,B
1165,A
1166,C
1167,A
1168,A
1169,C
1170,B
1171,C
1172,C
1173,A
1174,B
1175,C
1176,B
1177,C
1178,B
1179,A
1180,B
1181,C
1182,C
1183,A
1184,A
1185,B
1186,C
1187,C
1188,D
1189,B
1190,B
1191,C
1192,D
1193,C
1194,B
1195,C
1196,C
1197,D
1198,C
1199,B
1200,A
1201,B
1202,B
1203,C
1204,D
1205,C
1206,B
1207,B
1208,B
1209,B
1210,B
1211,C
1212,C
1213,C
1214,B
1215,A
1216,D
1217,C
1218,D
1219,C
1220,D
1221,B
1222,D
1223,D
1224,A
1225,B
1226,B
1227,C
1228,B
1229,A
1230,D
1231,B
1232,C
1233,D
1234,B
1235,A
1236,D
1237,C
1238,B
1239,B
1240,B
1241,B
1242,D
1243,B
1244,A
1245,A
1246,D
1247,D
1248,D
1249,D
1250,B
1251,A
1252,C
1253,B
1254,A
1255,A
1256,B
1257,B
1258,D
1259,B
1260,C
1261,D
1262,C
1263,C
1264,C
1265,A
1266,A
1267,A
1268,B
1269,C
1270,B
1271,A
1272,D
1273,C
1274,A
1275,C
1276,C
1277,D
1278,C
1279,B
1280,D
1281,B
1282,C
1283,D
1284,B
1285,B
1286,A
1287,C
1288,D
1289,B
1290,A
1291,B
1292,C
1293,C
1294,C
1295,C
1296,C
1297,D
1298,D
1299,B
1300,D
1301,A
1302,C
1303,C
1304,B
1305,B
1306,A
1307,C
1308,C
1309,B
1310,C
1311,C
1312,B
1313,B
1314,B
1315,A
1316,C
1317,B
1318,A
1319,A
1320,D
1321,A
1322,B
1323,A
1324,C
1325,D
1326,C
1327,B
1328,B
1329,C
1330,A
1331,A
1332,B
1333,C
1334,D
1335,B
1336,D
1337,C
1338,A
1339,A
1340,A
1341,C
1342,A
1343,C
1344,C
1345,C
1346,A
1347,C
1348,B
1349,A
1350,D
1351,A
1352,C
1353,A
1354,C
1355,B
1356,C
1357,B
1358,C
1359,B
1360,D
1361,C
1362,C
1363,B
1364,A
1365,A
1366,A
1367,B
1368,C
1369,B
1370,C
1371,B
1372,B
1373,C
1374,D
1375,A
1376,C
1377,B
1378,C
1379,C
1380,C
1381,B
1382,B
1383,B
1384,C
1385,A
1386,D
1387,D
1388,C
1389,B
1390,B
1391,A
1392,D
1393,B
1394,B
1395,C
1396,C
1397,B
1398,A
1399,C
1400,C
1401,C
1402,A
1403,B
1404,C
1405,A
1406,D
1407,A
1408,A
1409,D
1410,B
1411,B
1412,B
1413,B
1414,C
1415,D
1416,A
1417,C
1418,C
1419,A
1420,B
1421,C
1422,B
1423,B
1424,C
1425,D
1426,D
1427,B
1428,A
1429,C
1430,C
1431,C
1432,A
1433,A
1434,C
1435,B
1436,C
1437,D
1438,B
1439,B
1440,B
1441,D
1442,B
1443,A
1444,C
1445,C
1446,B
1447,C
1448,C
1449,B
1450,B
1451,A
1452,B
1453,B
1454,A
1455,C
1456,C
1457,C
1458,C
1459,C
1460,C
1461,B
1462,A
1463,A
1464,A
1465,C
1466,D
1467,B
1468,B
1469,C
1470,A
1471,C
1472,D
1473,A
1474,C
1475,C
1476,B
1477,D
1478,C
1479,C
1480,B
1481,C
1482,D
1483,A
1484,B
1485,A
1486,C
1487,B
1488,D
1489,A
1490,C
1491,B
1492,B
1493,D
1494,C
1495,B
1496,C
1497,C
1498,B
1499,C
1500,B
1501,B
1502,D
1503,A
1504,B
1505,C
1506,A
1507,D
1508,D
1509,C
1510,C
1511,D
1512,B
1513,C
1514,C
1515,B
1516,A
1517,A
1518,C
1519,C
1520,B
1521,A
1522,D
1523,C
1524,D
1525,A
1526,C
1527,D
1528,C
1529,B
1530,D
1531,D
1532,D
1533,B
1534,B
1535,A
1536,A
1537,D
1538,C
1539,B
1540,A
1541,B
1542,C
1543,B
1544,D
1545,D
1546,C
1547,C
1548,C
1549,D
1550,A
1551,B
1552,C
1553,A
1554,D
1555,A
1556,C
1557,B
1558,D
1559,B
1560,B
1561,C
1562,B
1563,C
1564,C
1565,A
1566,C
1567,C
1568,B
1569,C
1570,C
1571,B
1572,C
1573,C
1574,C
1575,B
1576,A
1577,A
1578,C
1579,A
1580,C
1581,D
1582,C
1583,C
1584,D
1585,C
1586,C
1587,B
1588,A
1589,C
1590,A
1591,A
1592,D
1593,B
1594,C
1595,D
1596,A
1597,C
1598,C
1599,A
1600,C
